iter	Passed	Remaining
185	506	2217
186	507	2206
187	508	2195
188	509	2185
189	510	2174
190	511	2165
191	512	2156
192	513	2147
193	514	2138
194	515	2128
195	516	2119
196	517	2109
197	518	2099
198	519	2091
199	520	2082
200	521	2072
201	522	2062
202	522	2053
203	523	2043
204	524	2034
205	525	2024
206	526	2018
207	528	2010
208	529	2004
209	530	1996
210	531	1988
211	533	1982
212	534	1974
213	535	1966
214	536	1957
215	537	1949
216	538	1941
217	538	1932
218	539	1924
219	540	1917
220	541	1910
221	543	1904
222	545	1899
223	546	1891
224	547	1885
225	548	1878
226	549	1870
227	550	1862
228	550	1854
229	551	1847
230	552	1840
231	554	1835
232	555	1829
233	556	1823
234	558	1818
235	560	1814
236	561	1807
237	562	1802
238	563	1795
239	564	1788
240	565	1780
241	566	1773
242	567	1769
243	569	1763
244	570	1757
245	571	1751
246	572	1746
247	574	1742
248	575	1736
249	576	1730
250	578	1724
251	578	1718
252	579	1711
253	580	1705
254	581	1699
255	582	1693
256	583	1687
257	584	1680
258	585	1674
259	586	1669
260	587	1664
261	588	1658
262	590	1654
263	591	1648
264	592	1642
265	592	1636
266	593	1630
267	595	1625
268	596	1620
269	597	1614
270	597	1608
271	598	1602
272	599	1596
273	600	1591
274	602	1587
275	604	1584
276	605	1580
277	606	1576
278	608	1572
279	609	1567
280	610	1561
281	611	1556
282	612	1550
283	612	1544
284	613	1539
285	615	1535
286	616	1532
287	618	1529
288	620	1526
289	622	1523
290	623	1518
291	624	1513
292	625	1509
293	627	1507
294	629	1505
295	631	1503
296	633	1500
297	635	1496
298	636	1492
299	637	1488
300	638	1483
301	639	1478
302	641	1475
303	642	1471
304	643	1466
305	644	1462
306	646	1458
307	648	1455
308	649	1452
309	651	1450
310	652	1445
311	653	1440
312	654	1436
313	655	1431
314	656	1428
315	657	1423
316	658	1419
317	660	1417
318	664	1417
319	665	1413
320	666	1409
321	667	1405
322	668	1401
323	669	1397
324	670	1393
325	672	1389
326	673	1387
327	676	1385
328	678	1384
329	680	1380
330	682	1378
331	683	1375
332	684	1371
333	685	1367
334	686	1363
335	688	1360
336	690	1358
337	693	1358
338	695	1355
339	696	1352
340	698	1349
341	699	1345
342	700	1341
343	701	1337
344	703	1335
345	704	1332
346	706	1330
347	708	1326
348	709	1323
349	710	1319
350	711	1315
351	712	1311
352	713	1307
353	714	1303
354	715	1299
355	716	1295
356	717	1291
357	718	1289
358	720	1286
359	723	1285
360	724	1283
361	725	1279
362	726	1275
363	727	1271
364	729	1269
365	730	1266
366	735	1269
367	739	1269
368	740	1265
369	741	1262
370	742	1258
371	743	1254
372	744	1251
373	745	1247
374	747	1245
375	748	1242
376	750	1239
377	751	1236
378	752	1232
379	753	1229
380	754	1225
381	755	1221
382	756	1218
383	757	1214
384	758	1211
385	759	1207
386	760	1204
387	761	1200
388	762	1197
389	764	1196
390	765	1192
391	766	1189
392	767	1185
393	768	1182
394	769	1178
395	770	1175
396	771	1171
397	772	1168
398	773	1164
399	773	1160
400	774	1157
401	776	1154
402	778	1152
403	779	1149
404	780	1146
405	781	1143
406	782	1140
407	783	1137
408	784	1133
409	785	1130
410	786	1127
411	787	1123
412	788	1120
413	789	1116
414	790	1113
415	791	1111
416	793	1109
417	794	1106
418	795	1103
419	796	1100
420	797	1097
421	798	1093
422	799	1090
423	800	1087
424	801	1084
425	802	1081
426	803	1078
427	804	1075
428	806	1072
429	807	1069
430	808	1067
431	809	1064
432	811	1062
433	812	1059
434	812	1055
435	813	1052
436	814	1049
437	815	1046
438	816	1043
439	817	1040
440	818	1037
441	819	1034
442	821	1032
443	823	1031
444	825	1028
445	826	1026
446	827	1024
447	828	1021
448	829	1018
449	830	1015
450	831	1012
451	832	1009
452	833	1006
453	834	1003
454	835	1001
455	837	998
456	838	996
457	839	993
458	840	990
459	841	987
460	842	984
461	842	981
462	843	978
463	844	975
464	845	972
465	846	969
466	846	966
467	847	963
468	848	960
469	849	958
470	850	955
471	852	953
472	853	950
473	854	948
474	855	945
475	856	943
476	857	940
477	874	955
478	876	953
479	877	950
480	879	948
481	880	946
482	881	943
483	884	942
484	885	940
485	887	938
486	888	935
487	889	933
488	890	931
489	892	928
490	893	926
491	894	923
492	896	921
493	897	919
494	899	917
495	901	915
496	902	913
497	903	911
498	905	908
499	906	906
500	907	904
501	909	902
502	911	900
503	913	898
504	915	897
505	917	895
506	918	893
507	919	890
508	921	888
509	922	886
510	924	884
511	925	882
512	927	880
513	928	878
514	930	876
515	931	873
516	932	871
517	934	869
518	935	867
519	937	865
520	938	862
521	940	860
522	941	858
523	943	856
524	944	854
525	946	852
526	947	850
527	949	848
528	951	846
529	952	844
530	953	842
531	955	840
532	957	838
533	959	837
534	961	835
535	962	833
536	964	831
537	965	829
538	967	827
539	968	825
540	970	823
541	971	821
542	973	819
543	974	817
544	976	815
545	977	812
546	978	810
547	980	808
548	981	806
549	982	804
550	984	802
551	986	800
552	988	798
553	989	796
554	990	794
555	991	792
556	993	789
557	994	787
558	995	785
559	997	783
560	998	781
561	999	779
562	1001	777
563	1002	775
564	1004	773
565	1005	771
566	1006	768
567	1008	766
568	1009	765
569	1010	762
570	1011	760
571	1013	758
572	1014	755
573	1015	753
574	1016	751
575	1017	748
576	1018	746
577	1019	744
578	1020	742
579	1021	739
580	1022	737
581	1023	734
582	1023	732
583	1024	729
584	1025	727
585	1026	725
586	1027	722
587	1027	720
588	1028	717
589	1029	715
590	1030	713
591	1031	710
592	1032	708
593	1033	706
594	1034	703
595	1034	701
596	1035	699
597	1036	696
598	1037	694
599	1038	692
600	1039	690
601	1040	687
602	1041	685
603	1042	683
604	1043	680
605	1043	678
606	1044	676
607	1045	674
608	1047	672
609	1048	670
610	1048	667
611	1049	665
612	1050	663
613	1051	661
614	1053	659
615	1054	657
616	1055	655
617	1056	652
618	1057	650
619	1058	648
620	1059	646
621	1060	644
622	1062	642
623	1063	640
624	1065	639
625	1066	637
626	1067	635
627	1068	633
628	1069	631
629	1071	629
630	1072	627
631	1073	625
632	1074	623
633	1076	621
634	1077	619
635	1078	617
636	1080	615
637	1081	613
638	1082	611
639	1083	609
640	1084	607
641	1085	605
642	1086	603
643	1088	601
644	1089	599
645	1090	597
646	1091	595
647	1093	593
648	1094	591
649	1095	589
650	1096	587
651	1097	585
652	1098	583
653	1099	581
654	1100	579
655	1101	577
656	1102	575
657	1103	573
658	1104	571
659	1105	569
660	1106	567
661	1107	565
662	1108	563
663	1109	561
664	1110	559
665	1111	557
666	1112	555
667	1113	553
668	1114	551
669	1115	549
670	1115	547
671	1116	545
672	1117	543
673	1118	541
674	1119	539
675	1120	537
676	1121	535
677	1123	533
678	1124	531
679	1124	529
680	1125	527
681	1126	525
682	1127	523
683	1128	521
684	1129	519
685	1130	517
686	1131	515
687	1131	513
688	1132	511
689	1133	509
690	1134	507
691	1135	505
692	1136	503
693	1137	501
694	1138	499
695	1138	497
696	1139	495
697	1140	493
698	1141	491
699	1142	489
700	1142	487
701	1143	485
702	1144	483
703	1145	481
704	1145	479
705	1146	477
706	1147	475
707	1148	473
708	1149	471
709	1149	469
710	1150	467
711	1151	465
712	1152	463
713	1153	462
714	1154	460
715	1155	458
716	1155	456
717	1156	454
718	1157	452
719	1158	450
720	1159	448
721	1160	446
722	1160	444
723	1161	442
724	1162	440
725	1163	439
726	1164	437
727	1164	435
728	1165	433
729	1166	431
730	1167	429
731	1168	427
732	1169	425
733	1170	424
734	1170	422
735	1171	420
736	1172	418
737	1173	416
738	1173	414
739	1174	412
740	1175	410
741	1176	408
742	1177	407
743	1177	405
744	1178	403
745	1179	401
746	1180	399
747	1181	397
748	1182	396
749	1183	394
750	1183	392
751	1184	390
752	1185	388
753	1186	387
754	1187	385
755	1188	383
756	1188	381
757	1189	379
758	1190	377
759	1191	376
760	1192	374
761	1192	372
762	1193	370
763	1194	369
764	1195	367
765	1196	365
766	1197	363
767	1198	362
768	1199	360
769	1200	358
770	1201	356
771	1202	355
772	1203	353
773	1204	351
774	1205	349
775	1205	348
776	1206	346
777	1207	344
778	1208	342
779	1209	341
780	1209	339
781	1210	337
782	1211	335
783	1212	334
784	1213	332
785	1214	330
786	1215	328
787	1216	327
788	1217	325
789	1218	323
790	1219	322
791	1220	320
792	1221	318
793	1221	317
794	1222	315
795	1223	313
796	1224	311
797	1225	310
798	1226	308
799	1227	306
800	1228	305
801	1229	303
802	1230	301
803	1230	300
804	1231	298
805	1232	296
806	1233	294
807	1234	293
808	1235	291
809	1235	289
810	1236	288
811	1237	286
812	1238	284
813	1239	283
814	1240	281
815	1241	279
816	1242	278
817	1243	276
818	1244	274
819	1244	273
820	1245	271
821	1246	269
822	1247	268
823	1248	266
824	1249	264
825	1249	263
826	1250	261
827	1251	260
828	1252	258
829	1253	256
830	1254	255
831	1254	253
832	1255	251
833	1256	250
834	1257	248
835	1258	246
836	1259	245
837	1260	243
838	1261	242
839	1262	240
840	1262	238
841	1263	237
842	1264	235
843	1265	233
844	1266	232
845	1267	230
846	1267	229
847	1268	227
848	1269	225
849	1270	224
850	1270	222
851	1271	220
852	1272	219
853	1273	217
854	1274	216
855	1275	214
856	1275	212
857	1276	211
858	1277	209
859	1278	208
860	1278	206
861	1279	204
862	1280	203
863	1281	201
864	1282	200
865	1283	198
866	1283	196
867	1284	195
868	1285	193
869	1286	192
870	1287	190
871	1288	189
872	1289	187
873	1290	186
874	1291	184
875	1292	182
876	1293	181
877	1293	179
878	1294	178
879	1295	176
880	1296	175
881	1297	173
882	1297	171
883	1298	170
884	1299	168
885	1300	167
886	1300	165
887	1301	164
888	1302	162
889	1303	161
890	1304	159
891	1305	158
892	1306	156
893	1307	154
894	1307	153
895	1308	151
896	1309	150
897	1310	148
898	1311	147
899	1311	145
900	1312	144
901	1313	142
902	1314	141
903	1315	139
904	1315	138
905	1316	136
906	1317	135
907	1318	133
908	1319	132
909	1320	130
910	1321	129
911	1322	127
912	1323	126
913	1324	124
914	1324	123
915	1325	121
916	1326	120
917	1327	118
918	1328	117
919	1329	115
920	1329	114
921	1330	112
922	1331	111
923	1332	109
924	1333	108
925	1334	106
926	1335	105
927	1335	103
928	1336	102
929	1337	100
930	1338	99
931	1339	97
932	1339	96
933	1340	94
934	1341	93
935	1342	91
936	1343	90
937	1343	88
938	1344	87
939	1345	85
940	1346	84
941	1347	82
942	1348	81
943	1349	80
944	1350	78
945	1350	77
946	1351	75
947	1352	74
948	1353	72
949	1354	71
950	1355	69
951	1355	68
952	1356	66
953	1357	65
954	1358	64
955	1359	62
956	1359	61
957	1360	59
958	1361	58
959	1362	56
960	1363	55
961	1364	53
962	1365	52
963	1366	51
964	1366	49
965	1367	48
966	1368	46
967	1369	45
968	1369	43
969	1370	42
970	1371	40
971	1372	39
972	1373	38
973	1374	36
974	1375	35
975	1376	33
976	1377	32
977	1378	31
978	1379	29
979	1380	28
980	1381	26
981	1382	25
982	1382	23
983	1383	22
984	1384	21
985	1385	19
986	1386	18
987	1387	16
988	1388	15
989	1389	14
990	1390	12
991	1391	11
992	1392	9
993	1393	8
994	1394	7
995	1395	5
996	1396	4
997	1397	2
998	1398	1
999	1399	0
